PROVINCE,SECTOR,NUMBER of MSME
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,133
กรุงเทพมหานคร,ภาคการผลิต,114
กรุงเทพมหานคร,ภาคการผลิต,61
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,17
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,16
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,35
กรุงเทพมหานคร,ภาคการผลิต,37
กรุงเทพมหานคร,ภาคการผลิต,33
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,24
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,14
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,204
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,61
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,23
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,16
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,15
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,126
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,356
กรุงเทพมหานคร,ภาคการผลิต,103
กรุงเทพมหานคร,ภาคการผลิต,45
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,29
กรุงเทพมหานคร,ภาคการผลิต,16
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,51
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,31
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,19
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,21
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,16
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,43
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,30
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,30
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,63
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,43
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,16
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,21
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,28
กรุงเทพมหานคร,ภาคการผลิต,18
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,53
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,21
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,28
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,34
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,18
กรุงเทพมหานคร,ภาคการผลิต,22
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,196
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,22
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,49
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,490
กรุงเทพมหานคร,ภาคการผลิต,44
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,28
กรุงเทพมหานคร,ภาคการผลิต,90
กรุงเทพมหานคร,ภาคการผลิต,66
กรุงเทพมหานคร,ภาคการผลิต,27
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,19
กรุงเทพมหานคร,ภาคการผลิต,39
กรุงเทพมหานคร,ภาคการผลิต,540
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,39
กรุงเทพมหานคร,ภาคการผลิต,295
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,60
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,28
กรุงเทพมหานคร,ภาคการผลิต,23
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,32
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,43
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,25
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,136
กรุงเทพมหานคร,ภาคการผลิต,19
กรุงเทพมหานคร,ภาคการผลิต,60
กรุงเทพมหานคร,ภาคการผลิต,14
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,62
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,41
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,15
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,74
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,48
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,15
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,57
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,61
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,26
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,65
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,291
กรุงเทพมหานคร,ภาคการผลิต,73
กรุงเทพมหานคร,ภาคการผลิต,43
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,46
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,39
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,27
กรุงเทพมหานคร,ภาคการผลิต,41
กรุงเทพมหานคร,ภาคการผลิต,40
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,34
กรุงเทพมหานคร,ภาคการผลิต,22
กรุงเทพมหานคร,ภาคการผลิต,33
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,40
กรุงเทพมหานคร,ภาคการผลิต,268
กรุงเทพมหานคร,ภาคการผลิต,53
กรุงเทพมหานคร,ภาคการผลิต,14
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,13
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,22
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,15
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,50
กรุงเทพมหานคร,ภาคการผลิต,85
กรุงเทพมหานคร,ภาคการผลิต,55
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,75
กรุงเทพมหานคร,ภาคการผลิต,708
กรุงเทพมหานคร,ภาคการผลิต,73
กรุงเทพมหานคร,ภาคการผลิต,158
กรุงเทพมหานคร,ภาคการผลิต,19
กรุงเทพมหานคร,ภาคการผลิต,57
กรุงเทพมหานคร,ภาคการผลิต,777
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,3199
กรุงเทพมหานคร,ภาคการผลิต,737
กรุงเทพมหานคร,ภาคการผลิต,608
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,1162
กรุงเทพมหานคร,ภาคการผลิต,21
กรุงเทพมหานคร,ภาคการผลิต,229
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,51
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,31
กรุงเทพมหานคร,ภาคการผลิต,42
กรุงเทพมหานคร,ภาคการผลิต,25
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,8
กรุงเทพมหานคร,ภาคการผลิต,361
กรุงเทพมหานคร,ภาคการผลิต,3103
กรุงเทพมหานคร,ภาคการผลิต,338
กรุงเทพมหานคร,ภาคการผลิต,190
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,20
กรุงเทพมหานคร,ภาคการผลิต,18
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,19
กรุงเทพมหานคร,ภาคการผลิต,27
กรุงเทพมหานคร,ภาคการผลิต,29
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,10
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,11
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,35
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,116
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,318
กรุงเทพมหานคร,ภาคการผลิต,131
กรุงเทพมหานคร,ภาคการผลิต,29
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,9
กรุงเทพมหานคร,ภาคการผลิต,57
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,50
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,30
กรุงเทพมหานคร,ภาคการผลิต,646
กรุงเทพมหานคร,ภาคการผลิต,25
กรุงเทพมหานคร,ภาคการผลิต,158
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,7
กรุงเทพมหานคร,ภาคการผลิต,42
กรุงเทพมหานคร,ภาคการผลิต,14
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,56
กรุงเทพมหานคร,ภาคการผลิต,27
กรุงเทพมหานคร,ภาคการผลิต,60
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,6
กรุงเทพมหานคร,ภาคการผลิต,53
กรุงเทพมหานคร,ภาคการผลิต,24
กรุงเทพมหานคร,ภาคการผลิต,29
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,2
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,26
กรุงเทพมหานคร,ภาคการผลิต,3
กรุงเทพมหานคร,ภาคการผลิต,12
กรุงเทพมหานคร,ภาคการผลิต,4
กรุงเทพมหานคร,ภาคการผลิต,1
กรุงเทพมหานคร,ภาคการผลิต,5
กรุงเทพมหานคร,ภาคการผลิต,96
